{\rtf1\ansi\ansicpg1252\cocoartf1561\cocoasubrtf600
{\fonttbl\f0\fmodern\fcharset0 Courier;}
{\colortbl;\red255\green255\blue255;\red0\green0\blue0;}
{\*\expandedcolortbl;;\cssrgb\c0\c0\c0;}
\margl1440\margr1440\vieww10800\viewh8400\viewkind0
\deftab720
\pard\pardeftab720\sl280\partightenfactor0

\f0\fs24 \cf2 \expnd0\expndtw0\kerning0
\outl0\strokewidth0 \strokec2 34, Private, 287315, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
27, Private, 132191, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
53, State-gov, 227392, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 60, United-States, <=50K\
52, Private, 229983, Prof-school, 15, Married-civ-spouse, Prof-specialty, Wife, White, Female, 3103, 0, 30, United-States, >50K\
45, Private, 325390, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K\
50, ?, 199301, Assoc-voc, 11, Never-married, ?, Unmarried, Black, Female, 0, 0, 16, United-States, <=50K\
38, Local-gov, 187046, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K\
61, State-gov, 130466, HS-grad, 9, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K\
23, Private, 46645, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K\
27, Self-emp-not-inc, 132686, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K\
66, Self-emp-not-inc, 37170, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 42, United-States, >50K\
52, Private, 145409, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 15024, 0, 60, Canada, >50K\
19, Private, 268392, HS-grad, 9, Never-married, Sales, Unmarried, Black, Female, 0, 0, 30, United-States, <=50K\
42, State-gov, 160369, HS-grad, 9, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, >50K\
57, Private, 217886, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 36, United-States, <=50K\
37, Private, 167777, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 52, United-States, <=50K\
58, Self-emp-not-inc, 61474, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, >50K\
20, Private, 228686, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, United-States, <=50K\
27, Private, 538193, 11th, 7, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 50, United-States, <=50K\
37, Self-emp-inc, 347491, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K\
49, Private, 184986, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
18, Private, 301867, HS-grad, 9, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female, 0, 0, 20, United-States, <=50K\
34, State-gov, 112062, Masters, 14, Never-married, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K\
33, Private, 118710, Assoc-voc, 11, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
47, Private, 98012, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 7688, 0, 40, United-States, >50K\
39, Private, 126161, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K\
59, Local-gov, 212600, Some-college, 10, Separated, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, >50K\
36, Private, 250791, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 48, United-States, <=50K\
73, Local-gov, 114561, 5th-6th, 3, Widowed, Other-service, Other-relative, Asian-Pac-Islander, Female, 0, 0, 25, Philippines, <=50K\
56, Self-emp-not-inc, 233312, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 20, Poland, <=50K\
45, Private, 189123, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
54, Local-gov, 220054, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 40, United-States, >50K\
43, Private, 972354, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 48, United-States, <=50K\
21, Private, 90896, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, United-States, <=50K\
32, Private, 329432, Masters, 14, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K\
32, Private, 119176, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 44, United-States, <=50K\
26, Private, 302603, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 45, United-States, <=50K\
51, Self-emp-inc, 192973, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, United-States, >50K\
56, Local-gov, 170217, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
25, Private, 193379, Assoc-acdm, 12, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K\
33, Private, 140206, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K\
31, Private, 60229, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K\
32, Private, 171116, HS-grad, 9, Divorced, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K\
68, Private, 170376, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K\
36, Private, 334365, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K\
47, Private, 162034, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K\
45, Private, 155659, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K\
57, Private, 166107, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female, 0, 0, 40, ?, <=50K\
29, Local-gov, 218650, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
33, Self-emp-not-inc, 361497, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
35, Private, 106347, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K\
46, Private, 278322, Doctorate, 16, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K\
20, Private, 138352, HS-grad, 9, Never-married, Other-service, Other-relative, White, Male, 0, 0, 30, United-States, <=50K\
17, Private, 329791, 12th, 8, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 25, United-States, <=50K\
61, Federal-gov, 221943, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 9386, 0, 40, United-States, >50K\
43, Private, 51494, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 65, United-States, <=50K\
44, Private, 63042, Bachelors, 13, Divorced, Exec-managerial, Own-child, White, Female, 0, 0, 50, United-States, >50K\
18, Private, 163787, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 15, United-States, <=50K\
38, Private, 234901, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K\
42, ?, 85995, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 52, United-States, <=50K\
58, Private, 242670, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K\
28, Private, 274579, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K\
48, Private, 116641, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 45, United-States, <=50K\
54, Private, 315804, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
51, Private, 70767, HS-grad, 9, Married-civ-spouse, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, <=50K\
50, Local-gov, 259377, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 15024, 0, 40, United-States, >50K\
81, Private, 39667, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 20, United-States, <=50K\
17, Private, 129396, 11th, 7, Never-married, Sales, Other-relative, White, Female, 0, 0, 26, United-States, <=50K\
41, Self-emp-not-inc, 33474, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K\
38, Private, 238980, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K\
38, Private, 201328, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K\
32, Private, 251701, Assoc-acdm, 12, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, ?, <=50K\
49, State-gov, 142856, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K\
75, Private, 316119, Some-college, 10, Widowed, Prof-specialty, Not-in-family, White, Female, 0, 0, 8, United-States, <=50K\
47, Local-gov, 336274, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
22, Private, 191878, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 35, United-States, <=50K\
67, Private, 171584, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 6514, 0, 7, United-States, >50K\
82, Self-emp-inc, 130329, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K\
49, Private, 59380, Some-college, 10, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
39, Self-emp-inc, 304001, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 3325, 0, 40, United-States, <=50K\
48, Self-emp-not-inc, 139212, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
47, Private, 481987, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, >50K\
30, Private, 196396, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
87, Private, 143574, HS-grad, 9, Married-spouse-absent, Sales, Not-in-family, White, Male, 0, 0, 16, United-States, <=50K\
40, Private, 477345, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 2057, 40, Mexico, <=50K\
41, Private, 137126, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 45, United-States, >50K\
34, Private, 312055, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, >50K\
47, Private, 122194, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 40, United-States, <=50K\
73, State-gov, 96262, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
47, Self-emp-not-inc, 274800, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K\
39, Private, 191342, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, >50K\
24, State-gov, 61737, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
33, Private, 188403, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 44, United-States, <=50K\
24, ?, 376474, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K\
30, Private, 356015, 11th, 7, Married-spouse-absent, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 40, Mexico, <=50K\
49, Local-gov, 229337, HS-grad, 9, Separated, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
25, Private, 177147, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
40, Private, 137142, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K\
20, Private, 165804, Some-college, 10, Never-married, Adm-clerical, Own-child, Other, Female, 0, 0, 40, United-States, <=50K\
34, Local-gov, 143766, Some-college, 10, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
57, Local-gov, 101444, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K\
39, Self-emp-inc, 34180, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, >50K\
28, ?, 80165, Some-college, 10, Divorced, ?, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K\
49, Private, 123681, Assoc-acdm, 12, Separated, Sales, Unmarried, White, Male, 0, 0, 35, United-States, <=50K\
19, Private, 201743, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States, <=50K\
45, Self-emp-inc, 179030, Bachelors, 13, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander, Female, 0, 0, 35, South, <=50K\
23, State-gov, 110128, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
50, Private, 180607, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K\
36, Private, 207853, HS-grad, 9, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
30, Private, 287986, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
38, Private, 175232, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, <=50K\
49, Self-emp-not-inc, 166003, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K\
61, Self-emp-inc, 61040, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 36, United-States, >50K\
52, Private, 187938, Some-college, 10, Divorced, Sales, Not-in-family, White, Female, 0, 0, 49, United-States, <=50K\
23, Private, 308647, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 1887, 40, United-States, >50K\
57, Self-emp-inc, 231781, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K\
53, Local-gov, 140359, Preschool, 1, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K\
30, State-gov, 54318, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K\
30, Private, 231413, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K\
45, Private, 189802, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
43, Private, 160369, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
43, Local-gov, 293535, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 40, United-States, >50K\
49, Private, 291783, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K\
36, Private, 370767, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 2377, 60, United-States, <=50K\
19, Self-emp-not-inc, 100999, 11th, 7, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 30, United-States, <=50K\
23, Private, 133515, Bachelors, 13, Never-married, Sales, Unmarried, White, Female, 0, 0, 20, United-States, <=50K\
39, Private, 103456, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, >50K\
46, State-gov, 248895, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K\
18, Private, 39302, 12th, 8, Never-married, Other-service, Own-child, White, Female, 0, 0, 12, United-States, <=50K\
28, Private, 67661, Some-college, 10, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, <=50K\
44, Private, 346081, HS-grad, 9, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K\
27, Self-emp-not-inc, 87745, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, United-States, <=50K\
30, Private, 179747, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K\
50, Private, 146310, 9th, 5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K\
26, Private, 182194, Assoc-acdm, 12, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
18, Private, 51789, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 8, United-States, <=50K\
70, Private, 89787, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 20, United-States, <=50K\
24, Private, 194630, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K\
26, Private, 297991, Bachelors, 13, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female, 0, 1977, 75, Cambodia, >50K\
49, Private, 144514, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 1887, 45, United-States, >50K\
50, State-gov, 307392, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K\
41, Private, 107584, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K\
20, Private, 231981, Some-college, 10, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 32, United-States, <=50K\
54, Private, 97778, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
34, Private, 168906, Assoc-acdm, 12, Divorced, Adm-clerical, Own-child, White, Female, 0, 0, 35, United-States, <=50K\
26, Private, 109419, Assoc-voc, 11, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K\
33, Private, 204577, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K\
24, Private, 77665, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K\
19, ?, 425447, HS-grad, 9, Never-married, ?, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K\
20, Private, 185554, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 25, United-States, <=50K\
32, Private, 113453, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 24, United-States, >50K\
22, Private, 233923, Assoc-voc, 11, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K\
46, Private, 422813, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K\
51, Private, 306108, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K\
24, Private, 456367, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
39, Private, 27408, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 7298, 0, 50, United-States, >50K\
40, Private, 262872, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
42, Private, 111589, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K\
46, Private, 563883, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 60, United-States, >50K\
43, Private, 86797, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K\
41, Private, 202872, 10th, 6, Married-spouse-absent, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
56, Private, 99359, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 1617, 40, United-States, <=50K\
37, Self-emp-not-inc, 82540, 9th, 5, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 70, United-States, >50K\
18, Private, 79443, 9th, 5, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, Mexico, <=50K\
66, ?, 213149, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 1825, 40, United-States, >50K\
38, Private, 54816, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K\
44, Private, 162028, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 2415, 6, United-States, >50K\
41, Private, 147099, Masters, 14, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K\
48, Self-emp-inc, 214994, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K\
22, Private, 154713, HS-grad, 9, Divorced, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
25, Local-gov, 191921, Bachelors, 13, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 25, United-States, <=50K\
28, Federal-gov, 56651, Bachelors, 13, Never-married, Prof-specialty, Own-child, Black, Female, 0, 0, 40, United-States, <=50K\
55, Private, 176012, 9th, 5, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 23, United-States, <=50K\
37, ?, 185692, 10th, 6, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 84, United-States, <=50K\
42, Private, 152889, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 4386, 0, 50, United-States, >50K\
35, Local-gov, 99146, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 50, United-States, <=50K\
55, Private, 256796, HS-grad, 9, Separated, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, >50K\
25, Private, 156163, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, ?, <=50K\
46, Private, 168069, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, <=50K\
40, Private, 205175, HS-grad, 9, Widowed, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 37, United-States, <=50K\
27, Self-emp-not-inc, 123116, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K\
43, Private, 164693, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K\
35, Private, 130540, Masters, 14, Never-married, Prof-specialty, Own-child, White, Male, 0, 1564, 40, United-States, >50K\
28, Private, 129624, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, ?, <=50K\
53, Private, 195638, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
36, Private, 33394, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 1887, 35, United-States, >50K\
21, Private, 163595, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 35, United-States, <=50K\
26, Private, 178037, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, Ireland, <=50K\
53, Local-gov, 130730, HS-grad, 9, Divorced, Adm-clerical, Other-relative, White, Female, 0, 0, 35, United-States, <=50K\
61, Self-emp-inc, 148577, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, >50K\
25, Private, 164488, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
33, Self-emp-not-inc, 108438, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K\
37, Private, 203079, Bachelors, 13, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K\
54, Private, 104413, Some-college, 10, Separated, Tech-support, Other-relative, Black, Female, 4101, 0, 40, United-States, <=50K\
44, Private, 328581, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K\
44, Self-emp-not-inc, 180096, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K\
35, ?, 195946, Some-college, 10, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, >50K\
42, Private, 89003, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 50, United-States, <=50K\
40, State-gov, 52498, Assoc-acdm, 12, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K\
18, Private, 400616, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
25, Private, 120268, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 70, United-States, <=50K\
38, Private, 257250, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 7298, 0, 60, United-States, >50K\
37, Local-gov, 99935, Masters, 14, Married-civ-spouse, Protective-serv, Husband, White, Male, 7688, 0, 50, United-States, >50K\
23, Private, 155818, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K\
26, Private, 463194, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
40, Private, 360884, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 50, United-States, >50K\
56, Private, 179641, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K\
20, Private, 137651, Some-college, 10, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K\
36, Self-emp-inc, 306156, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 60, United-States, >50K\
54, Private, 227832, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
28, Private, 191177, Assoc-voc, 11, Divorced, Prof-specialty, Unmarried, White, Female, 0, 1726, 40, United-States, <=50K\
51, Federal-gov, 100653, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 8, United-States, <=50K\
63, Private, 192042, HS-grad, 9, Married-civ-spouse, Exec-managerial, Own-child, Black, Female, 0, 0, 40, United-States, <=50K\
29, Private, 160264, Some-college, 10, Separated, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K\
39, Private, 174343, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
21, Private, 228649, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
22, Private, 156933, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 25, United-States, <=50K\
30, Private, 190385, Bachelors, 13, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States, >50K\
